"X-Angle(бу)","Y-Angle(бу)","Z-Angle(бу)"
3.152000,-3.356000,12.628508
3.152000,-3.356000,12.628508
3.152000,-3.356000,12.628508
3.152000,-3.356000,12.628508
3.152000,-3.356000,12.628508
0.182000,2.526000,13.805202
0.182000,2.526000,13.805202
0.182000,2.526000,13.805202
0.182000,2.526000,13.805202
0.182000,2.526000,13.805202
4.682000,-2.882000,13.419619
4.682000,-2.882000,13.419619
4.682000,-2.882000,13.419619
4.682000,-2.882000,13.419619
4.682000,-2.882000,13.419619
10.134000,-5.314000,14.556183
10.134000,-5.314000,14.556183
10.134000,-5.314000,14.556183
10.134000,-5.314000,14.556183
10.134000,-5.314000,14.556183
-1.560000,4.570000,14.626485
-1.560000,4.570000,14.626485
-1.560000,4.570000,14.626485
-1.560000,4.570000,14.626485
-1.560000,4.570000,14.626485
0.292000,5.268000,14.085499
0.292000,5.268000,14.085499
0.292000,5.268000,14.085499
0.292000,5.268000,14.085499
0.292000,5.268000,14.085499
1.354000,0.642000,14.962928
1.354000,0.642000,14.962928
1.354000,0.642000,14.962928
1.354000,0.642000,14.962928
1.354000,0.642000,14.962928
-1.030000,0.924000,8.166329
-1.030000,0.924000,8.166329
-1.030000,0.924000,8.166329
-1.030000,0.924000,8.166329
-1.030000,0.924000,8.166329
-8.174000,3.262000,10.758689
-8.174000,3.262000,10.758689
-8.174000,3.262000,10.758689
-8.174000,3.262000,10.758689
-8.174000,3.262000,10.758689
-5.032000,4.990000,13.484075
-5.032000,4.990000,13.484075
-5.032000,4.990000,13.484075
-5.032000,4.990000,13.484075
-5.032000,4.990000,13.484075
5.782000,-0.342000,13.962323
5.782000,-0.342000,13.962323
5.782000,-0.342000,13.962323
5.782000,-0.342000,13.962323
5.782000,-0.342000,13.962323
1.360000,-0.302000,12.584512
1.360000,-0.302000,12.584512
1.360000,-0.302000,12.584512
1.360000,-0.302000,12.584512
1.360000,-0.302000,12.584512
-0.376000,0.932000,13.255351
-0.376000,0.932000,13.255351
-0.376000,0.932000,13.255351
-0.376000,0.932000,13.255351
-0.376000,0.932000,13.255351
-2.294000,2.264000,10.864489
-2.294000,2.264000,10.864489
-2.294000,2.264000,10.864489
-2.294000,2.264000,10.864489
-2.294000,2.264000,10.864489
3.782000,0.030000,14.037587
3.782000,0.030000,14.037587
3.782000,0.030000,14.037587
3.782000,0.030000,14.037587
3.782000,0.030000,14.037587
-0.730000,1.256000,12.504726
-0.730000,1.256000,12.504726
-0.730000,1.256000,12.504726
-0.730000,1.256000,12.504726
-0.730000,1.256000,12.504726
-0.070000,0.844000,8.407997
-0.070000,0.844000,8.407997
-0.070000,0.844000,8.407997
-0.070000,0.844000,8.407997
-0.070000,0.844000,8.407997
-6.716000,5.300000,10.674679
-6.716000,5.300000,10.674679
-6.716000,5.300000,10.674679
-6.716000,5.300000,10.674679
-6.716000,5.300000,10.674679
1.350000,-1.910000,14.109757
1.350000,-1.910000,14.109757
1.350000,-1.910000,14.109757
1.350000,-1.910000,14.109757
1.350000,-1.910000,14.109757
-6.004000,1.726000,10.176745
-6.004000,1.726000,10.176745
-6.004000,1.726000,10.176745
-6.004000,1.726000,10.176745
-6.004000,1.726000,10.176745
2.402000,-2.548000,11.656863
2.402000,-2.548000,11.656863
2.402000,-2.548000,11.656863
2.402000,-2.548000,11.656863
2.402000,-2.548000,11.656863
2.508000,-0.420000,8.984923
2.508000,-0.420000,8.984923
2.508000,-0.420000,8.984923
2.508000,-0.420000,8.984923
2.508000,-0.420000,8.984923
1.466000,7.286000,12.100741
1.466000,7.286000,12.100741
1.466000,7.286000,12.100741
1.466000,7.286000,12.100741
1.466000,7.286000,12.100741
3.592000,-0.140000,13.512411
3.592000,-0.140000,13.512411
3.592000,-0.140000,13.512411
3.592000,-0.140000,13.512411
3.592000,-0.140000,13.512411
-10.318000,-8.440000,15.361213
-10.318000,-8.440000,15.361213
-10.318000,-8.440000,15.361213
-10.318000,-8.440000,15.361213
-10.318000,-8.440000,15.361213
1.658000,-0.082000,11.684014
1.658000,-0.082000,11.684014
1.658000,-0.082000,11.684014
1.658000,-0.082000,11.684014
1.658000,-0.082000,11.684014
2.282000,1.256000,12.048613
2.282000,1.256000,12.048613
2.282000,1.256000,12.048613
2.282000,1.256000,12.048613
2.282000,1.256000,12.048613
0.402000,2.570000,12.864349
0.402000,2.570000,12.864349
0.402000,2.570000,12.864349
0.402000,2.570000,12.864349
0.402000,2.570000,12.864349
-4.316000,1.590000,13.950067
-4.316000,1.590000,13.950067
-4.316000,1.590000,13.950067
-4.316000,1.590000,13.950067
-4.316000,1.590000,13.950067
2.284000,-0.922000,12.327819
2.284000,-0.922000,12.327819
2.284000,-0.922000,12.327819
2.284000,-0.922000,12.327819
2.284000,-0.922000,12.327819
1.462000,-0.782000,10.640763
1.462000,-0.782000,10.640763
1.462000,-0.782000,10.640763
1.462000,-0.782000,10.640763
1.462000,-0.782000,10.640763
3.180000,5.182000,10.951458
3.180000,5.182000,10.951458
3.180000,5.182000,10.951458
3.180000,5.182000,10.951458
3.180000,5.182000,10.951458
-1.806000,-4.216000,10.748461
-1.806000,-4.216000,10.748461
-1.806000,-4.216000,10.748461
-1.806000,-4.216000,10.748461
-1.806000,-4.216000,10.748461
-0.048000,2.194000,12.959164
-0.048000,2.194000,12.959164
-0.048000,2.194000,12.959164
-0.048000,2.194000,12.959164
-0.048000,2.194000,12.959164
-5.546000,6.240000,14.030909
-5.546000,6.240000,14.030909
-5.546000,6.240000,14.030909
-5.546000,6.240000,14.030909
-5.546000,6.240000,14.030909
0.602000,-6.062000,12.194795
0.602000,-6.062000,12.194795
0.602000,-6.062000,12.194795
0.602000,-6.062000,12.194795
0.602000,-6.062000,12.194795
-3.176000,4.948000,9.925218
-3.176000,4.948000,9.925218
-3.176000,4.948000,9.925218
-3.176000,4.948000,9.925218
-3.176000,4.948000,9.925218
1.226000,0.200000,9.693983
1.226000,0.200000,9.693983
1.226000,0.200000,9.693983
1.226000,0.200000,9.693983
1.226000,0.200000,9.693983
0.660000,0.012000,10.522411
0.660000,0.012000,10.522411
0.660000,0.012000,10.522411
0.660000,0.012000,10.522411
0.660000,0.012000,10.522411
-1.014000,6.112000,10.585499
-1.014000,6.112000,10.585499
-1.014000,6.112000,10.585499
-1.014000,6.112000,10.585499
-1.014000,6.112000,10.585499
4.198000,-3.602000,10.748828
4.198000,-3.602000,10.748828
4.198000,-3.602000,10.748828
4.198000,-3.602000,10.748828
4.198000,-3.602000,10.748828
-8.638000,1.658000,11.208803
-8.638000,1.658000,11.208803
-8.638000,1.658000,11.208803
-8.638000,1.658000,11.208803
-8.638000,1.658000,11.208803
-5.272000,-3.850000,12.116965
-5.272000,-3.850000,12.116965
-5.272000,-3.850000,12.116965
-5.272000,-3.850000,12.116965
-5.272000,-3.850000,12.116965
-6.728000,9.508000,13.115339
-6.728000,9.508000,13.115339
-6.728000,9.508000,13.115339
-6.728000,9.508000,13.115339
-6.728000,9.508000,13.115339
7.228000,3.020000,15.377015
7.228000,3.020000,15.377015
7.228000,3.020000,15.377015
7.228000,3.020000,15.377015
7.228000,3.020000,15.377015
6.024000,1.280000,12.345252
6.024000,1.280000,12.345252
6.024000,1.280000,12.345252
6.024000,1.280000,12.345252
6.024000,1.280000,12.345252
-5.548000,3.656000,8.218188
-5.548000,3.656000,8.218188
-5.548000,3.656000,8.218188
-5.548000,3.656000,8.218188
-5.548000,3.656000,8.218188
-0.040000,1.666000,9.573733
-0.040000,1.666000,9.573733
-0.040000,1.666000,9.573733
-0.040000,1.666000,9.573733
-0.040000,1.666000,9.573733
-3.852000,1.176000,9.695329
-3.852000,1.176000,9.695329
-3.852000,1.176000,9.695329
-3.852000,1.176000,9.695329
-3.852000,1.176000,9.695329
-0.546000,7.758000,11.003088
-0.546000,7.758000,11.003088
-0.546000,7.758000,11.003088
-0.546000,7.758000,11.003088
-0.546000,7.758000,11.003088
-5.284000,1.876000,12.347902
-5.284000,1.876000,12.347902
-5.284000,1.876000,12.347902
-5.284000,1.876000,12.347902
-5.284000,1.876000,12.347902
4.912000,1.250000,11.176787
4.912000,1.250000,11.176787
4.912000,1.250000,11.176787
4.912000,1.250000,11.176787
4.912000,1.250000,11.176787
-6.044000,-0.344000,12.310858
-6.044000,-0.344000,12.310858
-6.044000,-0.344000,12.310858
-6.044000,-0.344000,12.310858
-6.044000,-0.344000,12.310858
0.758000,-2.030000,12.079416
0.758000,-2.030000,12.079416
0.758000,-2.030000,12.079416
0.758000,-2.030000,12.079416
0.758000,-2.030000,12.079416
-4.422000,-4.002000,12.966951
-4.422000,-4.002000,12.966951
-4.422000,-4.002000,12.966951
-4.422000,-4.002000,12.966951
-4.422000,-4.002000,12.966951
0.396000,6.556000,13.233416
0.396000,6.556000,13.233416
0.396000,6.556000,13.233416
0.396000,6.556000,13.233416
0.396000,6.556000,13.233416
2.588000,2.068000,12.134666
2.588000,2.068000,12.134666
2.588000,2.068000,12.134666
2.588000,2.068000,12.134666
2.588000,2.068000,12.134666
1.258000,-3.782000,11.446892
1.258000,-3.782000,11.446892
1.258000,-3.782000,11.446892
1.258000,-3.782000,11.446892
1.258000,-3.782000,11.446892
-0.660000,-1.144000,10.879264
-0.660000,-1.144000,10.879264
-0.660000,-1.144000,10.879264
-0.660000,-1.144000,10.879264
-0.660000,-1.144000,10.879264
2.136000,-5.588000,11.851193
2.136000,-5.588000,11.851193
2.136000,-5.588000,11.851193
2.136000,-5.588000,11.851193
2.136000,-5.588000,11.851193
6.996000,1.944000,14.271877
6.996000,1.944000,14.271877
6.996000,1.944000,14.271877
6.996000,1.944000,14.271877
6.996000,1.944000,14.271877
-2.152000,5.732000,9.459297
-2.152000,5.732000,9.459297
-2.152000,5.732000,9.459297
-2.152000,5.732000,9.459297
-2.152000,5.732000,9.459297
3.792000,-1.384000,12.602523
3.792000,-1.384000,12.602523
3.792000,-1.384000,12.602523
3.792000,-1.384000,12.602523
3.792000,-1.384000,12.602523
-0.014000,-5.626000,8.607473
-0.014000,-5.626000,8.607473
-0.014000,-5.626000,8.607473
-0.014000,-5.626000,8.607473
-0.014000,-5.626000,8.607473
5.258000,3.200000,10.219674
5.258000,3.200000,10.219674
5.258000,3.200000,10.219674
5.258000,3.200000,10.219674
5.258000,3.200000,10.219674
1.076000,-1.482000,11.623387
1.076000,-1.482000,11.623387
1.076000,-1.482000,11.623387
1.076000,-1.482000,11.623387
1.076000,-1.482000,11.623387
-1.104000,2.662000,8.894418
-1.104000,2.662000,8.894418
-1.104000,2.662000,8.894418
-1.104000,2.662000,8.894418
-1.104000,2.662000,8.894418
-4.994000,4.886000,10.191482
-4.994000,4.886000,10.191482
-4.994000,4.886000,10.191482
-4.994000,4.886000,10.191482
-4.994000,4.886000,10.191482
9.102000,1.460000,12.809884
9.102000,1.460000,12.809884
9.102000,1.460000,12.809884
9.102000,1.460000,12.809884
9.102000,1.460000,12.809884
7.300000,-0.174000,10.435923
7.300000,-0.174000,10.435923
7.300000,-0.174000,10.435923
7.300000,-0.174000,10.435923
7.300000,-0.174000,10.435923
-6.552000,-2.284000,12.380568
-6.552000,-2.284000,12.380568
-6.552000,-2.284000,12.380568
-6.552000,-2.284000,12.380568
-6.552000,-2.284000,12.380568
-0.018000,8.590000,12.187104
-0.018000,8.590000,12.187104
-0.018000,8.590000,12.187104
-0.018000,8.590000,12.187104
-0.018000,8.590000,12.187104
-8.198000,-2.904000,11.109653
-8.198000,-2.904000,11.109653
-8.198000,-2.904000,11.109653
-8.198000,-2.904000,11.109653
-8.198000,-2.904000,11.109653
-0.328000,-1.782000,6.392022
-0.328000,-1.782000,6.392022
-0.328000,-1.782000,6.392022
-0.328000,-1.782000,6.392022
-0.328000,-1.782000,6.392022
-0.570000,7.970000,14.290044
-0.570000,7.970000,14.290044
-0.570000,7.970000,14.290044
-0.570000,7.970000,14.290044
-0.570000,7.970000,14.290044
-1.100000,-3.244000,9.768459
-1.100000,-3.244000,9.768459
-1.100000,-3.244000,9.768459
-1.100000,-3.244000,9.768459
-1.100000,-3.244000,9.768459
-1.134000,3.572000,9.552741
-1.134000,3.572000,9.552741
-1.134000,3.572000,9.552741
-1.134000,3.572000,9.552741
-1.134000,3.572000,9.552741
-4.514000,-2.640000,12.206713
-4.514000,-2.640000,12.206713
-4.514000,-2.640000,12.206713
-4.514000,-2.640000,12.206713
-4.514000,-2.640000,12.206713
-1.276000,-2.858000,9.313153
-1.276000,-2.858000,9.313153
-1.276000,-2.858000,9.313153
-1.276000,-2.858000,9.313153
-1.276000,-2.858000,9.313153
-5.354000,-3.736000,10.697360
-5.354000,-3.736000,10.697360
-5.354000,-3.736000,10.697360
-5.354000,-3.736000,10.697360
-5.354000,-3.736000,10.697360
-0.756000,5.328000,11.567223
-0.756000,5.328000,11.567223
-0.756000,5.328000,11.567223
-0.756000,5.328000,11.567223
-0.756000,5.328000,11.567223
-6.428000,-5.298000,11.719872
-6.428000,-5.298000,11.719872
-6.428000,-5.298000,11.719872
-6.428000,-5.298000,11.719872
-6.428000,-5.298000,11.719872
3.338000,-1.066000,11.350515
3.338000,-1.066000,11.350515
3.338000,-1.066000,11.350515
3.338000,-1.066000,11.350515
3.338000,-1.066000,11.350515
7.620000,6.452000,15.814528
7.620000,6.452000,15.814528
7.620000,6.452000,15.814528
7.620000,6.452000,15.814528
7.620000,6.452000,15.814528
-0.272000,-0.552000,7.886636
-0.272000,-0.552000,7.886636
-0.272000,-0.552000,7.886636
-0.272000,-0.552000,7.886636
-0.272000,-0.552000,7.886636
-6.490000,-9.564000,14.722308
-6.490000,-9.564000,14.722308
-6.490000,-9.564000,14.722308
-6.490000,-9.564000,14.722308
-6.490000,-9.564000,14.722308
-1.910000,-7.228000,15.758713
-1.910000,-7.228000,15.758713
-1.910000,-7.228000,15.758713
-1.910000,-7.228000,15.758713
-1.910000,-7.228000,15.758713
1.038000,-2.942000,14.140642
1.038000,-2.942000,14.140642
1.038000,-2.942000,14.140642
1.038000,-2.942000,14.140642
1.038000,-2.942000,14.140642
0.478000,5.978000,11.704195
0.478000,5.978000,11.704195
0.478000,5.978000,11.704195
0.478000,5.978000,11.704195
0.478000,5.978000,11.704195
-7.558000,-7.244000,11.547477
-7.558000,-7.244000,11.547477
-7.558000,-7.244000,11.547477
-7.558000,-7.244000,11.547477
-7.558000,-7.244000,11.547477
-3.000000,6.266000,15.176417
-3.000000,6.266000,15.176417
-3.000000,6.266000,15.176417
-3.000000,6.266000,15.176417
-3.000000,6.266000,15.176417
-1.812000,0.672000,12.957218
-1.812000,0.672000,12.957218
-1.812000,0.672000,12.957218
-1.812000,0.672000,12.957218
-1.812000,0.672000,12.957218
0.570000,-0.136000,10.347490
0.570000,-0.136000,10.347490
0.570000,-0.136000,10.347490
0.570000,-0.136000,10.347490
0.570000,-0.136000,10.347490
8.114000,0.980000,14.417661
8.114000,0.980000,14.417661
8.114000,0.980000,14.417661
8.114000,0.980000,14.417661
8.114000,0.980000,14.417661
5.864000,6.304000,10.712637
5.864000,6.304000,10.712637
5.864000,6.304000,10.712637
5.864000,6.304000,10.712637
5.864000,6.304000,10.712637
7.784000,-1.882000,11.716115
7.784000,-1.882000,11.716115
7.784000,-1.882000,11.716115
7.784000,-1.882000,11.716115
7.784000,-1.882000,11.716115
-4.542000,1.128000,14.166757
-4.542000,1.128000,14.166757
-4.542000,1.128000,14.166757
-4.542000,1.128000,14.166757
-4.542000,1.128000,14.166757
-3.062000,-1.824000,10.833424
-3.062000,-1.824000,10.833424
-3.062000,-1.824000,10.833424
-3.062000,-1.824000,10.833424
-3.062000,-1.824000,10.833424
-2.598000,-3.798000,12.414420
-2.598000,-3.798000,12.414420
-2.598000,-3.798000,12.414420
-2.598000,-3.798000,12.414420
-2.598000,-3.798000,12.414420
-3.782000,6.004000,13.655854
-3.782000,6.004000,13.655854
-3.782000,6.004000,13.655854
-3.782000,6.004000,13.655854
-3.782000,6.004000,13.655854
1.696000,6.704000,12.289268
1.696000,6.704000,12.289268
1.696000,6.704000,12.289268
1.696000,6.704000,12.289268
1.696000,6.704000,12.289268
2.254000,5.530000,10.281467
2.254000,5.530000,10.281467
2.254000,5.530000,10.281467
2.254000,5.530000,10.281467
2.254000,5.530000,10.281467
1.238000,0.142000,11.778158
1.238000,0.142000,11.778158
1.238000,0.142000,11.778158
1.238000,0.142000,11.778158
1.238000,0.142000,11.778158
3.268000,-3.536000,14.632019
3.268000,-3.536000,14.632019
3.268000,-3.536000,14.632019
3.268000,-3.536000,14.632019
3.268000,-3.536000,14.632019
-0.304000,2.844000,8.827414
-0.304000,2.844000,8.827414
-0.304000,2.844000,8.827414
-0.304000,2.844000,8.827414
-0.304000,2.844000,8.827414
-3.854000,1.604000,9.039643
-3.854000,1.604000,9.039643
-3.854000,1.604000,9.039643
-3.854000,1.604000,9.039643
-3.854000,1.604000,9.039643
2.304000,2.910000,9.712029
2.304000,2.910000,9.712029
2.304000,2.910000,9.712029
2.304000,2.910000,9.712029
2.304000,2.910000,9.712029
-6.908000,0.318000,13.050756
-6.908000,0.318000,13.050756
-6.908000,0.318000,13.050756
-6.908000,0.318000,13.050756
-6.908000,0.318000,13.050756
1.312000,7.960000,15.221584
1.312000,7.960000,15.221584
1.312000,7.960000,15.221584
1.312000,7.960000,15.221584
1.312000,7.960000,15.221584
11.540000,2.812000,12.675550
11.540000,2.812000,12.675550
11.540000,2.812000,12.675550
11.540000,2.812000,12.675550
11.540000,2.812000,12.675550
-5.608000,-3.172000,13.574903
-5.608000,-3.172000,13.574903
-5.608000,-3.172000,13.574903
-5.608000,-3.172000,13.574903
-5.608000,-3.172000,13.574903
3.830000,-1.580000,12.156644
3.830000,-1.580000,12.156644
3.830000,-1.580000,12.156644
3.830000,-1.580000,12.156644
3.830000,-1.580000,12.156644
6.382000,-1.776000,10.724906
6.382000,-1.776000,10.724906
6.382000,-1.776000,10.724906
6.382000,-1.776000,10.724906
6.382000,-1.776000,10.724906
-7.990000,0.472000,12.713092
-7.990000,0.472000,12.713092
-7.990000,0.472000,12.713092
-7.990000,0.472000,12.713092
-7.990000,0.472000,12.713092
-1.966000,1.730000,7.440940
-1.966000,1.730000,7.440940
-1.966000,1.730000,7.440940
-1.966000,1.730000,7.440940
-1.966000,1.730000,7.440940
5.706000,3.448000,10.658752
5.706000,3.448000,10.658752
5.706000,3.448000,10.658752
5.706000,3.448000,10.658752
5.706000,3.448000,10.658752
-5.054000,0.300000,8.752575
-5.054000,0.300000,8.752575
-5.054000,0.300000,8.752575
-5.054000,0.300000,8.752575
-5.054000,0.300000,8.752575
-0.600000,0.626000,11.456482
-0.600000,0.626000,11.456482
-0.600000,0.626000,11.456482
-0.600000,0.626000,11.456482
-0.600000,0.626000,11.456482
0.394000,2.176000,9.846246
0.394000,2.176000,9.846246
0.394000,2.176000,9.846246
0.394000,2.176000,9.846246
0.394000,2.176000,9.846246
2.102000,5.282000,8.212862
2.102000,5.282000,8.212862
2.102000,5.282000,8.212862
2.102000,5.282000,8.212862
2.102000,5.282000,8.212862
-5.448000,0.172000,11.039547
-5.448000,0.172000,11.039547
-5.448000,0.172000,11.039547
-5.448000,0.172000,11.039547
-5.448000,0.172000,11.039547
-5.818000,6.784000,15.135870
-5.818000,6.784000,15.135870
-5.818000,6.784000,15.135870
-5.818000,6.784000,15.135870
-5.818000,6.784000,15.135870
-1.234000,5.798000,11.082601
-1.234000,5.798000,11.082601
-1.234000,5.798000,11.082601
-1.234000,5.798000,11.082601
-1.234000,5.798000,11.082601
-1.916000,-0.344000,13.399800
-1.916000,-0.344000,13.399800
-1.916000,-0.344000,13.399800
-1.916000,-0.344000,13.399800
-1.916000,-0.344000,13.399800
-4.698000,6.354000,14.460979
-4.698000,6.354000,14.460979
-4.698000,6.354000,14.460979
-4.698000,6.354000,14.460979
-4.698000,6.354000,14.460979
-0.200000,-2.586000,13.078560
-0.200000,-2.586000,13.078560
-0.200000,-2.586000,13.078560
-0.200000,-2.586000,13.078560
-0.200000,-2.586000,13.078560
0.838000,0.972000,9.919049
0.838000,0.972000,9.919049
0.838000,0.972000,9.919049
0.838000,0.972000,9.919049
0.838000,0.972000,9.919049
8.486000,-0.974000,13.528955
8.486000,-0.974000,13.528955
8.486000,-0.974000,13.528955
8.486000,-0.974000,13.528955
8.486000,-0.974000,13.528955
0.288000,-2.976000,14.050054
0.288000,-2.976000,14.050054
0.288000,-2.976000,14.050054
0.288000,-2.976000,14.050054
0.288000,-2.976000,14.050054
-1.984000,-4.326000,10.664679
-1.984000,-4.326000,10.664679
-1.984000,-4.326000,10.664679
-1.984000,-4.326000,10.664679
-1.984000,-4.326000,10.664679
1.720000,-4.730000,7.173750
1.720000,-4.730000,7.173750
1.720000,-4.730000,7.173750
1.720000,-4.730000,7.173750
1.720000,-4.730000,7.173750
1.350000,2.042000,9.897095
1.350000,2.042000,9.897095
1.350000,2.042000,9.897095
1.350000,2.042000,9.897095
1.350000,2.042000,9.897095
-0.064000,4.562000,12.677145
-0.064000,4.562000,12.677145
-0.064000,4.562000,12.677145
-0.064000,4.562000,12.677145
-0.064000,4.562000,12.677145
1.150000,6.400000,9.522833
1.150000,6.400000,9.522833
1.150000,6.400000,9.522833
1.150000,6.400000,9.522833
1.150000,6.400000,9.522833
3.234000,-3.850000,13.067026
3.234000,-3.850000,13.067026
3.234000,-3.850000,13.067026
3.234000,-3.850000,13.067026
3.234000,-3.850000,13.067026
0.776000,0.376000,11.341578
0.776000,0.376000,11.341578
0.776000,0.376000,11.341578
0.776000,0.376000,11.341578
0.776000,0.376000,11.341578
-2.680000,1.380000,13.246184
-2.680000,1.380000,13.246184
-2.680000,1.380000,13.246184
-2.680000,1.380000,13.246184
-2.680000,1.380000,13.246184
-2.572000,3.270000,9.947369
-2.572000,3.270000,9.947369
-2.572000,3.270000,9.947369
-2.572000,3.270000,9.947369
-2.572000,3.270000,9.947369
0.832000,3.874000,13.426590
0.832000,3.874000,13.426590
0.832000,3.874000,13.426590
0.832000,3.874000,13.426590
0.832000,3.874000,13.426590
-1.432000,0.812000,10.566073
-1.432000,0.812000,10.566073
-1.432000,0.812000,10.566073
-1.432000,0.812000,10.566073
-1.432000,0.812000,10.566073
0.274000,-2.700000,10.825125
0.274000,-2.700000,10.825125
0.274000,-2.700000,10.825125
0.274000,-2.700000,10.825125
0.274000,-2.700000,10.825125
-6.812000,-1.160000,9.659882
-6.812000,-1.160000,9.659882
-6.812000,-1.160000,9.659882
-6.812000,-1.160000,9.659882
-6.812000,-1.160000,9.659882
-3.942000,3.462000,9.885103
-3.942000,3.462000,9.885103
-3.942000,3.462000,9.885103
-3.942000,3.462000,9.885103
-3.942000,3.462000,9.885103
-1.358000,-3.342000,13.164626
-1.358000,-3.342000,13.164626
-1.358000,-3.342000,13.164626
-1.358000,-3.342000,13.164626
-1.358000,-3.342000,13.164626
-0.588000,-1.564000,12.603971
-0.588000,-1.564000,12.603971
-0.588000,-1.564000,12.603971
-0.588000,-1.564000,12.603971
-0.588000,-1.564000,12.603971
-1.312000,1.564000,13.727705
-1.312000,1.564000,13.727705
-1.312000,1.564000,13.727705
-1.312000,1.564000,13.727705
-1.312000,1.564000,13.727705
3.692000,2.246000,13.113598
3.692000,2.246000,13.113598
3.692000,2.246000,13.113598
3.692000,2.246000,13.113598
3.692000,2.246000,13.113598
-4.916000,-5.086000,12.463496
-4.916000,-5.086000,12.463496
-4.916000,-5.086000,12.463496
-4.916000,-5.086000,12.463496
-4.916000,-5.086000,12.463496
5.720000,7.538000,10.843916
5.720000,7.538000,10.843916
5.720000,7.538000,10.843916
5.720000,7.538000,10.843916
5.720000,7.538000,10.843916
8.890000,-1.718000,9.776982
8.890000,-1.718000,9.776982
8.890000,-1.718000,9.776982
8.890000,-1.718000,9.776982
8.890000,-1.718000,9.776982
-8.354000,-1.884000,12.734305
-8.354000,-1.884000,12.734305
-8.354000,-1.884000,12.734305
-8.354000,-1.884000,12.734305
-8.354000,-1.884000,12.734305
0.384000,2.096000,12.618615
0.384000,2.096000,12.618615
0.384000,2.096000,12.618615
0.384000,2.096000,12.618615
0.384000,2.096000,12.618615
-8.746000,-1.546000,13.635950
-8.746000,-1.546000,13.635950
-8.746000,-1.546000,13.635950
-8.746000,-1.546000,13.635950
-8.746000,-1.546000,13.635950
-3.714000,-0.198000,10.430999
-3.714000,-0.198000,10.430999
-3.714000,-0.198000,10.430999
-3.714000,-0.198000,10.430999
-3.714000,-0.198000,10.430999
0.566000,4.628000,12.216188
0.566000,4.628000,12.216188
0.566000,4.628000,12.216188
0.566000,4.628000,12.216188
0.566000,4.628000,12.216188
-3.786000,4.122000,14.701499
-3.786000,4.122000,14.701499
-3.786000,4.122000,14.701499
-3.786000,4.122000,14.701499
-3.786000,4.122000,14.701499
0.386000,-2.476000,10.412792
0.386000,-2.476000,10.412792
0.386000,-2.476000,10.412792
0.386000,-2.476000,10.412792
0.386000,-2.476000,10.412792
1.382000,3.162000,6.704068
1.382000,3.162000,6.704068
1.382000,3.162000,6.704068
1.382000,3.162000,6.704068
1.382000,3.162000,6.704068
-2.182000,-1.308000,8.686355
-2.182000,-1.308000,8.686355
-2.182000,-1.308000,8.686355
-2.182000,-1.308000,8.686355
-2.182000,-1.308000,8.686355
2.306000,-1.122000,10.251326
2.306000,-1.122000,10.251326
2.306000,-1.122000,10.251326
2.306000,-1.122000,10.251326
2.306000,-1.122000,10.251326
-5.276000,-4.238000,12.702401
-5.276000,-4.238000,12.702401
-5.276000,-4.238000,12.702401
-5.276000,-4.238000,12.702401
-5.276000,-4.238000,12.702401
5.396000,-0.476000,10.876089
5.396000,-0.476000,10.876089
5.396000,-0.476000,10.876089
5.396000,-0.476000,10.876089
5.396000,-0.476000,10.876089
-1.112000,-3.982000,12.084087
-1.112000,-3.982000,12.084087
-1.112000,-3.982000,12.084087
-1.112000,-3.982000,12.084087
-1.112000,-3.982000,12.084087
-1.160000,-1.366000,15.223335
-1.160000,-1.366000,15.223335
-1.160000,-1.366000,15.223335
-1.160000,-1.366000,15.223335
-1.160000,-1.366000,15.223335
-0.472000,3.366000,9.079753
-0.472000,3.366000,9.079753
-0.472000,3.366000,9.079753
-0.472000,3.366000,9.079753
-0.472000,3.366000,9.079753
0.264000,1.366000,10.117527
0.264000,1.366000,10.117527
0.264000,1.366000,10.117527
0.264000,1.366000,10.117527
0.264000,1.366000,10.117527
-0.634000,0.370000,10.274017
-0.634000,0.370000,10.274017
-0.634000,0.370000,10.274017
-0.634000,0.370000,10.274017
-0.634000,0.370000,10.274017
-2.930000,3.038000,9.060136
-2.930000,3.038000,9.060136
-2.930000,3.038000,9.060136
-2.930000,3.038000,9.060136
-2.930000,3.038000,9.060136
-2.144000,2.500000,10.899693
-2.144000,2.500000,10.899693
-2.144000,2.500000,10.899693
-2.144000,2.500000,10.899693
-2.144000,2.500000,10.899693
-0.702000,-0.122000,10.308087
-0.702000,-0.122000,10.308087
-0.702000,-0.122000,10.308087
-0.702000,-0.122000,10.308087
-0.702000,-0.122000,10.308087
-1.750000,4.666000,13.046908
-1.750000,4.666000,13.046908
-1.750000,4.666000,13.046908
-1.750000,4.666000,13.046908
-1.750000,4.666000,13.046908
-10.324000,1.648000,13.036508
-10.324000,1.648000,13.036508
-10.324000,1.648000,13.036508
-10.324000,1.648000,13.036508
-10.324000,1.648000,13.036508
-0.754000,-5.324000,10.219147
-0.754000,-5.324000,10.219147
-0.754000,-5.324000,10.219147
-0.754000,-5.324000,10.219147
-0.754000,-5.324000,10.219147
0.528000,2.626000,13.381223
0.528000,2.626000,13.381223
0.528000,2.626000,13.381223
0.528000,2.626000,13.381223
0.528000,2.626000,13.381223
2.562000,5.914000,8.421462
2.562000,5.914000,8.421462
2.562000,5.914000,8.421462
2.562000,5.914000,8.421462
